date,santacruz,santacruz_acum,santacruz_nrec,santacruz_trec,santacruz_diario2,santacruz_acum2,santacruz_ndeath,santacruz_tdeath,,,lapaz,lapaz_acum,lapaz_nrec,lapaz_trec,lapaz_diario2,lapaz_acum2,lapaz_ndeath,lapaz_tdeath,,,cochabamba,cochabamba_acum,cochabamba_nrec,cochabamba_trec,cochabamba_diario2,cochabamba_acum2,cochabamba_ndeath,cochabamba_tdeath,,,oruro,oruro_acum,oruro_nrec,oruro_trec,oruro_diario2,oruro_acum2,oruro_ndeath,oruro_tdeath,,,potosi,potosi_acum,potosi_nrec,potosi_trec,potosi_diario2,potosi_acum2,potosi_ndeath,potosi_tdeath,,,pando,pando_acum,pando_nrec,pando_trec,pando_diario2,pando_acum2,pando_ndeath,pando_tdeath,,,tarija,tarija_acum,tarija_nrec,tarija_trec,tarija_diario2,tarija_acum2,tarija_ndeath,tarija_tdeath,,,chuquisaca,chuquisaca_acum,chuquisaca_nrec,chuquisaca_trec,chuquisaca_diario2,chuquisaca_acum2,chuquisaca_ndeath,chuquisaca_tdeath,,,beni,beni_acum,beni_nrec,beni_trec,beni_diario2,beni_acum2,beni_ndeath,beni_tdeath,,,bolivia,bolivia_acum,bolivia_nrec,bolivia_trec,bolivia_diario2,bolivia_acum2,bolivia_ndeath,bolivia_tdeath,,
23/4/2020,14,385,0,23,11,343,3,19,4.90%,6.00%,10,150,7,13,3,124,0,13,8.70%,8.70%,3,66,0,13,3,47,0,6,9.10%,19.70%,3,62,0,8,3,52,0,2,3.20%,12.90%,0,21,0,0,0,20,0,1,4.80%,0.00%,0,12,6,6,-6,5,0,1,8.30%,50.00%,0,3,0,0,0,3,0,0,0.00%,0.00%,1,2,0,0,1,2,0,0,0.00%,0.00%,0,2,0,0,0,1,0,1,50.00%,0.00%,31,703,13,63,15,597,3,43,6.10%,9.00%
24/4/2020,61,446,0,23,61,404,0,19,4.30%,5.20%,5,155,0,13,4,128,1,14,9.00%,8.40%,4,70,0,13,4,51,0,6,8.60%,18.60%,3,65,0,8,3,55,0,2,3.10%,12.30%,0,21,0,0,0,20,0,1,4.80%,0.00%,0,12,0,6,0,5,0,1,8.30%,50.00%,0,3,0,0,0,3,0,0,0.00%,0.00%,0,2,0,0,0,2,0,0,0.00%,0.00%,31,33,0,0,31,32,0,1,3.00%,0.00%,104,807,0,63,103,700,1,44,5.50%,7.80%
25/4/2020,43,489,10,33,32,436,1,20,4.10%,6.70%,4,159,2,15,1,129,1,15,9.40%,9.40%,1,71,0,13,1,52,0,6,8.50%,18.30%,0,65,0,8,0,55,0,2,3.10%,12.30%,5,26,0,0,5,25,0,1,3.80%,0.00%,0,12,0,6,0,5,0,1,8.30%,50.00%,0,3,0,0,0,3,0,0,0.00%,0.00%,0,2,0,0,0,2,0,0,0.00%,0.00%,6,39,0,0,6,38,0,1,2.60%,0.00%,59,866,12,75,45,745,2,46,5.30%,8.70%
26/4/2020,36,525,4,37,30,466,2,22,4.20%,7.00%,9,168,2,17,7,136,0,15,8.90%,10.10%,7,78,0,13,7,59,0,6,7.70%,16.70%,14,79,0,8,12,67,2,4,5.10%,10.10%,0,26,0,0,0,25,0,1,3.80%,0.00%,0,12,0,6,0,5,0,1,8.30%,50.00%,0,3,0,0,0,3,0,0,0.00%,0.00%,0,2,0,0,0,2,0,0,0.00%,0.00%,18,57,0,0,18,56,0,1,1.80%,0.00%,84,950,6,81,74,819,4,50,5.30%,8.50%
27/4/2020,28,553,4,41,21,487,3,25,4.50%,7.40%,17,185,2,19,15,151,0,15,8.10%,10.30%,0,78,9,22,-9,50,0,6,7.70%,28.20%,13,92,2,10,11,78,0,4,4.30%,10.90%,0,26,2,2,-2,23,0,1,3.80%,7.70%,0,12,0,6,0,5,0,1,8.30%,50.00%,0,3,0,0,0,3,0,0,0.00%,0.00%,1,3,0,0,1,3,0,0,0.00%,0.00%,5,62,0,0,5,61,0,1,1.60%,0.00%,64,1014,19,100,42,861,3,53,5.20%,9.90%
28/4/2020,34,587,3,44,29,516,2,27,4.60%,7.50%,3,188,7,26,-4,147,0,15,8.00%,13.80%,1,79,0,22,1,51,0,6,7.60%,27.80%,0,92,0,10,0,78,0,4,4.30%,10.90%,0,26,0,2,0,23,0,1,3.80%,7.70%,0,12,0,6,0,5,0,1,8.30%,50.00%,0,3,0,0,0,3,0,0,0.00%,0.00%,0,3,0,0,0,3,0,0,0.00%,0.00%,1,63,0,0,1,62,0,1,1.60%,0.00%,39,1053,10,110,27,888,2,55,5.20%,10.40%
29/4/2020,28,615,6,50,20,536,2,29,4.70%,8.10%,14,202,1,27,13,160,0,15,7.40%,13.40%,1,80,0,22,1,52,0,6,7.50%,27.50%,10,102,0,10,8,86,2,6,5.90%,9.80%,0,26,0,2,0,23,0,1,3.80%,7.70%,0,12,0,6,0,5,0,1,8.30%,50.00%,0,3,0,0,0,3,0,0,0.00%,0.00%,0,3,0,0,0,3,0,0,0.00%,0.00%,4,67,0,0,4,66,0,1,1.50%,0.00%,57,1110,7,117,46,934,4,59,5.30%,10.50%
30/4/2020,41,656,12,62,26,562,3,32,4.90%,9.50%,16,218,0,27,16,176,0,15,6.90%,12.40%,0,80,3,25,-3,49,0,6,7.50%,31.30%,0,102,0,10,0,86,0,6,5.90%,9.80%,0,26,0,2,0,23,0,1,3.80%,7.70%,0,12,0,6,0,5,0,1,8.30%,50.00%,0,3,0,0,0,3,0,0,0.00%,0.00%,0,3,0,0,0,3,0,0,0.00%,0.00%,0,67,0,0,0,66,0,1,1.50%,0.00%,57,1167,15,132,39,973,3,62,5.30%,11.30%
1/5/2020,37,693,2,64,33,595,2,34,4.90%,9.20%,3,221,0,27,3,179,0,15,6.80%,12.20%,0,80,0,25,0,49,0,6,7.50%,31.30%,5,107,0,10,5,91,0,6,5.60%,9.30%,0,26,0,2,0,23,0,1,3.80%,7.70%,0,12,0,6,0,5,0,1,8.30%,50.00%,0,3,0,0,0,3,0,0,0.00%,0.00%,1,4,0,0,1,4,0,0,0.00%,0.00%,16,83,0,0,14,80,2,3,3.60%,0.00%,62,1229,2,134,56,1029,4,66,5.40%,10.90%
2/5/2020,113,806,0,64,109,704,4,38,4.70%,7.90%,15,236,7,34,8,187,0,15,6.40%,14.40%,1,81,0,25,1,50,0,6,7.40%,30.90%,4,111,18,28,-14,77,0,6,5.40%,25.20%,0,26,0,2,0,23,0,1,3.80%,7.70%,0,12,0,6,0,5,0,1,8.30%,50.00%,0,3,0,0,0,3,0,0,0.00%,0.00%,0,4,0,0,0,4,0,0,0.00%,0.00%,108,191,0,0,107,187,1,4,2.10%,0.00%,241,1470,25,159,211,1240,5,71,4.80%,10.80%
3/5/2020,98,904,3,67,93,797,2,40,4.40%,7.40%,5,241,4,38,1,188,0,15,6.20%,15.80%,0,81,0,25,0,50,0,6,7.40%,30.90%,0,111,0,28,-1,76,1,7,6.30%,25.20%,0,26,0,2,0,23,0,1,3.80%,7.70%,0,12,0,6,0,5,0,1,8.30%,50.00%,0,3,0,0,0,3,0,0,0.00%,0.00%,0,4,0,0,0,4,0,0,0.00%,0.00%,21,212,0,0,19,206,2,6,2.80%,0.00%,124,1594,7,166,112,1352,5,76,4.80%,10.40%
4/5/2020,75,979,1,68,70,867,4,44,4.50%,6.90%,2,243,7,45,-5,183,0,15,6.20%,18.50%,1,82,0,25,1,51,0,6,7.30%,30.50%,0,111,0,28,0,76,0,7,6.30%,25.20%,7,33,0,2,7,30,0,1,3.00%,6.10%,0,12,0,6,0,5,0,1,8.30%,50.00%,1,4,0,0,0,3,1,1,25.00%,0.00%,1,5,0,0,0,4,1,1,20.00%,0.00%,0,212,0,0,0,206,0,6,2.80%,0.00%,87,1681,8,174,73,1425,6,82,4.90%,10.40%
5/5/2020,104,1083,0,68,102,969,2,46,4.20%,6.30%,10,253,1,46,8,191,1,16,6.30%,18.20%,0,82,8,33,-8,43,0,6,7.30%,40.20%,2,113,0,28,2,78,0,7,6.20%,24.80%,2,35,4,6,-2,28,0,1,2.90%,17.10%,0,12,0,6,0,5,0,1,8.30%,50.00%,2,6,0,0,2,5,0,1,16.70%,0.00%,1,6,0,0,1,5,0,1,16.70%,0.00%,0,212,0,0,-1,205,1,7,3.30%,0.00%,121,1802,13,187,104,1529,4,86,4.80%,10.40%
6/5/2020,77,1160,0,68,73,1042,4,50,4.30%,5.90%,7,260,3,49,4,195,0,16,6.20%,18.80%,0,82,0,33,0,43,0,6,7.30%,40.20%,0,113,8,36,-8,70,0,7,6.20%,31.90%,0,35,0,6,0,28,0,1,2.90%,17.10%,0,12,0,6,0,5,0,1,8.30%,50.00%,0,6,0,0,0,5,0,1,16.70%,0.00%,0,6,0,0,0,5,0,1,16.70%,0.00%,0,212,0,0,-1,204,1,8,3.80%,0.00%,84,1886,11,198,68,1597,5,91,4.80%,10.50%
7/5/2020,158,1318,12,80,144,1186,2,52,3.90%,6.10%,11,271,0,49,11,206,0,16,5.90%,18.10%,0,82,0,33,0,43,0,6,7.30%,40.20%,2,115,9,45,-8,62,1,8,7.00%,39.10%,0,35,0,6,0,28,0,1,2.90%,17.10%,0,12,0,6,0,5,0,1,8.30%,50.00%,0,6,0,0,0,5,0,1,16.70%,0.00%,5,11,0,0,5,10,0,1,9.10%,0.00%,19,231,0,0,11,215,8,16,6.90%,0.00%,195,2081,21,219,163,1760,11,102,4.90%,10.50%
8/5/2020,69,1387,0,80,68,1254,1,53,3.80%,5.80%,23,294,6,55,17,223,0,16,5.40%,18.70%,8,90,7,40,1,44,0,6,6.70%,44.40%,1,116,3,48,-2,60,0,8,6.90%,41.40%,0,35,0,6,0,28,0,1,2.90%,17.10%,0,12,1,7,-1,4,0,1,8.30%,58.30%,3,9,0,0,3,8,0,1,11.10%,0.00%,0,11,0,0,0,10,0,1,9.10%,0.00%,81,312,1,1,77,292,3,19,6.10%,0.30%,185,2266,18,237,163,1923,4,106,4.70%,10.50%
9/5/2020,150,1537,7,87,140,1394,3,56,3.60%,5.70%,7,301,8,63,-1,222,0,16,5.30%,20.90%,5,95,0,40,5,49,0,6,6.30%,42.10%,5,121,4,52,0,60,1,9,7.40%,43.00%,0,35,0,6,0,28,0,1,2.90%,17.10%,0,12,0,7,0,4,0,1,8.30%,58.30%,1,10,2,2,-1,7,0,1,10.00%,20.00%,3,14,0,0,3,13,0,1,7.10%,0.00%,0,312,0,1,-4,288,4,23,7.40%,0.30%,171,2437,21,258,142,2065,8,114,4.70%,10.60%
10/5/2020,96,1633,5,92,88,1482,3,59,3.60%,5.60%,8,309,4,67,4,226,0,16,5.20%,21.70%,9,104,0,40,9,58,0,6,5.80%,38.50%,3,124,5,57,-2,58,0,9,7.30%,46.00%,0,35,1,7,-1,27,0,1,2.90%,20.00%,0,12,0,7,0,4,0,1,8.30%,58.30%,0,10,0,2,0,7,0,1,10.00%,20.00%,1,15,0,0,1,14,0,1,6.70%,0.00%,2,314,0,1,2,290,0,23,7.30%,0.30%,119,2556,15,273,101,2166,3,117,4.60%,10.70%
11/5/2020,190,1823,9,101,180,1662,1,60,3.30%,5.50%,4,313,1,68,3,229,0,16,5.10%,21.70%,5,109,5,45,0,58,0,6,5.50%,41.30%,0,124,0,57,0,58,0,9,7.30%,46.00%,1,36,0,7,1,28,0,1,2.80%,19.40%,0,12,0,7,0,4,0,1,8.30%,58.30%,0,10,0,2,0,7,0,1,10.00%,20.00%,0,15,1,1,-2,12,1,2,13.30%,6.70%,70,384,0,1,68,358,2,25,6.50%,0.30%,270,2826,16,289,250,2416,4,121,4.30%,10.20%
12/5/2020,102,1925,16,117,82,1744,4,64,3.30%,6.10%,3,316,8,76,-6,223,1,17,5.40%,24.10%,21,130,0,45,20,78,1,7,5.40%,34.60%,4,128,0,57,4,62,0,9,7.00%,44.50%,0,36,0,7,0,28,0,1,2.80%,19.40%,0,12,0,7,0,4,0,1,8.30%,58.30%,3,13,0,2,3,10,0,1,7.70%,15.40%,0,15,0,1,0,12,0,2,13.30%,6.70%,5,389,0,1,4,362,1,26,6.70%,0.30%,138,2964,24,313,107,2523,7,128,4.30%,10.60%
13/5/2020,116,2041,8,125,100,1844,8,72,3.50%,6.10%,3,319,17,93,-16,207,2,19,6.00%,29.20%,18,148,0,45,17,95,1,8,5.40%,30.40%,0,128,1,58,-1,61,0,9,7.00%,45.30%,0,36,0,7,0,28,0,1,2.80%,19.40%,0,12,0,7,0,4,0,1,8.30%,58.30%,0,13,0,2,0,10,0,1,7.70%,15.40%,0,15,0,1,0,12,0,2,13.30%,6.70%,47,436,0,1,44,406,3,29,6.70%,0.20%,184,3148,26,339,144,2667,14,142,4.50%,10.80%
14/5/2020,122,2163,2,127,116,1960,4,76,3.50%,5.90%,3,322,8,101,-5,202,0,19,5.90%,31.40%,22,170,0,45,22,117,0,8,4.70%,26.50%,4,132,7,65,-3,58,0,9,6.80%,49.20%,0,36,0,7,0,28,0,1,2.80%,19.40%,0,12,0,7,0,4,0,1,8.30%,58.30%,0,13,0,2,0,10,0,1,7.70%,15.40%,0,15,0,1,0,12,0,2,13.30%,6.70%,73,509,0,1,67,473,6,35,6.90%,0.20%,224,3372,17,356,197,2864,10,152,4.50%,10.60%
15/5/2020,134,2297,48,175,79,2039,7,83,3.60%,7.60%,6,328,22,123,-16,186,0,19,5.80%,37.50%,26,196,5,50,20,137,1,9,4.60%,25.50%,0,132,0,65,0,58,0,9,6.80%,49.20%,0,36,0,7,0,28,0,1,2.80%,19.40%,0,12,0,7,0,4,0,1,8.30%,58.30%,0,13,0,2,0,10,0,1,7.70%,15.40%,0,15,0,1,0,12,0,2,13.30%,6.70%,39,548,3,4,32,505,4,39,7.10%,0.70%,205,3577,78,434,115,2979,12,164,4.60%,12.10%
16/5/2020,221,2518,0,175,220,2259,1,84,3.30%,6.90%,5,333,34,157,-29,157,0,19,5.70%,47.10%,18,214,0,50,18,155,0,9,4.20%,23.40%,1,133,1,66,0,58,0,9,6.80%,49.60%,0,36,4,11,-4,24,0,1,2.80%,30.60%,0,12,0,7,0,4,0,1,8.30%,58.30%,0,13,0,2,0,10,0,1,7.70%,15.40%,1,16,0,1,1,13,0,2,12.50%,6.30%,3,551,0,4,3,508,0,39,7.10%,0.70%,249,3826,39,473,209,3188,1,165,4.30%,12.40%
17/5/2020,245,2763,11,186,231,2490,3,87,3.10%,6.70%,2,335,9,166,-7,150,0,19,5.70%,49.60%,10,224,0,50,10,165,0,9,4.00%,22.30%,2,135,0,66,2,60,0,9,6.70%,48.90%,2,38,0,11,2,26,0,1,2.60%,28.90%,0,12,0,7,0,4,0,1,8.30%,58.30%,0,13,0,2,0,10,0,1,7.70%,15.40%,1,17,0,1,1,14,0,2,11.80%,5.90%,0,551,0,4,-1,507,1,40,7.30%,0.70%,262,4088,20,493,238,3426,4,169,4.10%,12.10%
18/5/2020,131,2894,1,187,129,2619,1,88,3.00%,6.50%,7,342,5,171,1,151,1,20,5.80%,50.00%,4,228,0,50,3,168,1,10,4.40%,21.90%,2,137,4,70,-2,58,0,9,6.60%,51.10%,1,39,0,11,1,27,0,1,2.60%,28.20%,0,12,0,7,0,4,0,1,8.30%,58.30%,0,13,0,2,-1,9,1,2,15.40%,15.40%,0,17,0,1,0,14,0,2,11.80%,5.90%,30,581,0,4,29,536,1,41,7.10%,0.70%,175,4263,10,503,160,3586,5,174,4.10%,11.80%
19/5/2020,88,2982,21,208,60,2679,7,95,3.20%,7.00%,13,355,3,174,9,160,1,21,5.90%,49.00%,18,246,5,55,12,180,1,11,4.50%,22.40%,1,138,0,70,1,59,0,9,6.50%,50.70%,0,39,0,11,0,27,0,1,2.60%,28.20%,0,12,0,7,0,4,0,1,8.30%,58.30%,0,13,1,3,-1,8,0,2,15.40%,23.10%,0,17,0,1,0,14,0,2,11.80%,5.90%,98,679,0,4,92,628,6,47,6.90%,0.60%,218,4481,30,533,173,3759,15,189,4.20%,11.90%
20/5/2020,259,3241,11,219,246,2925,2,97,3.00%,6.80%,8,363,6,180,2,162,0,21,5.80%,49.60%,13,259,0,55,13,193,0,11,4.20%,21.20%,0,138,0,70,-1,58,1,10,7.20%,50.70%,1,40,0,11,1,28,0,1,2.50%,27.50%,0,12,0,7,0,4,0,1,8.30%,58.30%,1,14,0,3,1,9,0,2,14.30%,21.40%,2,19,3,4,-1,13,0,2,10.50%,21.10%,154,833,0,4,147,775,7,54,6.50%,0.50%,438,4919,20,553,408,4167,10,199,4.00%,11.20%
21/5/2020,173,3414,6,225,157,3082,10,107,3.10%,6.60%,12,375,1,181,10,172,1,22,5.90%,48.30%,7,266,0,55,7,200,0,11,4.10%,20.70%,3,141,0,70,1,59,2,12,8.50%,49.60%,1,41,0,11,1,29,0,1,2.40%,26.80%,0,12,0,7,0,4,0,1,8.30%,58.30%,3,17,1,4,2,11,0,2,11.80%,23.50%,0,19,0,4,0,13,0,2,10.50%,21.10%,69,902,0,4,66,841,3,57,6.30%,0.40%,268,5187,8,561,244,4411,16,215,4.10%,10.80%
22/5/2020,251,3665,2,227,245,3327,4,111,3.00%,6.20%,6,381,3,184,2,174,1,23,6.00%,48.30%,19,285,0,55,19,219,0,11,3.90%,19.30%,2,143,0,70,1,60,1,13,9.10%,49.00%,0,41,0,11,0,29,0,1,2.40%,26.80%,0,12,0,7,0,4,0,1,8.30%,58.30%,1,18,2,6,-1,10,0,2,11.10%,33.30%,0,19,7,11,-7,6,0,2,10.50%,57.90%,113,1015,0,4,104,945,9,66,6.50%,0.40%,392,5579,14,575,363,4774,15,230,4.10%,10.30%
23/5/2020,235,3900,17,244,212,3539,6,117,3.00%,6.30%,5,386,17,201,-13,161,1,24,6.20%,52.10%,10,295,0,55,8,227,2,13,4.40%,18.60%,2,145,0,70,2,62,0,13,9.00%,48.30%,0,41,0,11,0,29,0,1,2.40%,26.80%,0,12,0,7,0,4,0,1,8.30%,58.30%,0,18,0,6,0,10,0,2,11.10%,33.30%,2,21,0,11,2,8,0,2,9.50%,52.40%,82,1097,0,4,81,1026,1,67,6.10%,0.40%,336,5915,34,609,292,5066,10,240,4.10%,10.30%
24/5/2020,299,4199,4,248,289,3828,6,123,2.90%,5.90%,8,394,8,209,0,161,0,24,6.10%,53.00%,34,329,0,55,34,261,0,13,4.00%,16.70%,5,150,2,72,3,65,0,13,8.70%,48.00%,1,42,6,17,-5,24,0,1,2.40%,40.50%,1,13,0,7,1,5,0,1,7.70%,53.80%,0,18,0,6,0,10,0,2,11.10%,33.30%,0,21,0,11,0,8,0,2,9.50%,52.40%,0,1097,0,4,-4,1022,4,71,6.50%,0.40%,348,6263,20,629,318,5384,10,250,4.00%,10.00%
25/5/2020,328,4527,10,258,313,4141,5,128,2.80%,5.70%,9,403,1,210,8,169,0,24,6.00%,52.10%,10,339,0,55,5,266,5,18,5.30%,16.20%,1,151,0,72,1,66,0,13,8.60%,47.70%,2,44,3,20,-1,23,0,1,2.30%,45.50%,0,13,0,7,0,5,0,1,7.70%,53.80%,1,19,1,7,0,10,0,2,10.50%,36.80%,1,22,0,11,1,9,0,2,9.10%,50.00%,45,1142,3,7,41,1063,1,72,6.30%,0.60%,397,6660,18,647,368,5752,11,261,3.90%,9.70%
26/5/2020,361,4888,15,273,339,4480,7,135,2.80%,5.60%,7,410,9,219,-2,167,0,24,5.90%,53.40%,6,345,5,60,1,267,0,18,5.20%,17.40%,2,153,0,72,2,68,0,13,8.50%,47.10%,0,44,0,20,0,23,0,1,2.30%,45.50%,0,13,0,7,0,5,0,1,7.70%,53.80%,0,19,0,7,-1,9,1,3,15.80%,36.80%,0,22,0,11,0,9,0,2,9.10%,50.00%,100,1242,1,8,94,1157,5,77,6.20%,0.60%,476,7136,30,677,433,6185,13,274,3.80%,9.50%
27/5/2020,478,5366,3,276,472,4952,3,138,2.60%,5.10%,5,415,9,228,-4,163,0,24,5.80%,54.90%,31,376,0,60,31,298,0,18,4.80%,16.00%,2,155,0,72,2,70,0,13,8.40%,46.50%,0,44,0,20,0,23,0,1,2.30%,45.50%,0,13,0,7,0,5,0,1,7.70%,53.80%,0,19,0,7,0,9,0,3,15.80%,36.80%,3,25,0,11,3,12,0,2,8.00%,44.00%,113,1355,0,8,110,1267,3,80,5.90%,0.60%,632,7768,12,689,614,6799,6,280,3.60%,8.90%
28/5/2020,408,5774,43,319,359,5311,6,144,2.50%,5.50%,8,423,6,234,0,163,2,26,6.10%,55.30%,43,419,0,60,42,340,1,19,4.50%,14.30%,4,159,0,72,4,74,0,13,8.20%,45.30%,2,46,0,20,2,25,0,1,2.20%,43.50%,0,13,0,7,0,5,0,1,7.70%,53.80%,3,22,0,7,3,12,0,3,13.60%,31.80%,0,25,0,11,0,12,0,2,8.00%,44.00%,151,1506,0,8,147,1414,4,84,5.60%,0.50%,619,8387,49,738,557,7356,13,293,3.50%,8.80%
29/5/2020,172,5946,4,323,166,5477,2,146,2.50%,5.40%,21,444,3,237,17,180,1,27,6.10%,53.40%,69,488,0,60,67,407,2,21,4.30%,12.30%,7,166,0,72,7,81,0,13,7.80%,43.40%,2,48,0,20,2,27,0,1,2.10%,41.70%,1,14,4,11,-3,2,0,1,7.10%,78.60%,2,24,0,7,2,14,0,3,12.50%,29.20%,0,25,0,11,0,12,0,2,8.00%,44.00%,70,1576,0,8,68,1482,2,86,5.50%,0.50%,344,8731,11,749,326,7682,7,300,3.40%,8.60%
30/5/2020,596,6542,125,448,468,5945,3,149,2.30%,6.80%,34,478,5,242,28,208,1,28,5.90%,50.60%,68,556,0,60,66,473,2,23,4.10%,10.80%,24,190,1,73,22,103,1,14,7.40%,38.40%,0,48,8,28,-8,19,0,1,2.10%,58.30%,0,14,0,11,0,2,0,1,7.10%,78.60%,8,32,0,7,8,22,0,3,9.40%,21.90%,0,25,1,12,-1,11,0,2,8.00%,48.00%,131,1707,0,8,128,1610,3,89,5.20%,0.50%,861,9592,140,889,711,8393,10,310,3.20%,9.30%
31/5/2020,169,6711,93,541,76,6021,0,149,2.20%,8.10%,29,507,2,244,27,235,0,28,5.50%,48.10%,55,611,0,60,55,528,0,23,3.80%,9.80%,14,204,0,73,14,117,0,14,6.90%,35.80%,20,68,0,28,20,39,0,1,1.50%,41.20%,0,14,0,11,0,2,0,1,7.10%,78.60%,0,32,0,7,0,22,0,3,9.40%,21.90%,1,26,2,14,-1,10,0,2,7.70%,53.80%,102,1809,0,8,99,1709,3,92,5.10%,0.40%,390,9982,97,986,290,8683,3,313,3.10%,9.90%
1/6/2020,307,7018,147,688,145,6166,15,164,2.30%,9.80%,48,555,4,248,41,276,3,31,5.60%,44.70%,103,714,0,60,92,620,11,34,4.80%,8.40%,6,210,0,73,6,123,0,14,6.70%,34.80%,2,70,0,28,2,41,0,1,1.40%,40.00%,0,14,0,11,0,2,0,1,7.10%,78.60%,5,37,0,7,4,26,1,4,10.80%,18.90%,2,28,0,14,2,12,0,2,7.10%,50.00%,76,1885,0,8,76,1785,0,92,4.90%,0.40%,549,10531,151,1137,368,9051,30,343,3.30%,10.80%
2/6/2020,217,7235,155,843,42,6208,20,184,2.50%,11.70%,59,614,1,249,57,333,1,32,5.20%,40.60%,72,786,4,64,63,683,5,39,5.00%,8.10%,8,218,1,74,6,129,1,15,6.90%,33.90%,23,93,0,28,23,64,0,1,1.10%,30.10%,0,14,0,11,0,2,0,1,7.10%,78.60%,0,37,0,7,0,26,0,4,10.80%,18.90%,1,29,0,14,1,13,0,2,6.90%,48.30%,80,1965,0,8,74,1859,6,98,5.00%,0.40%,460,10991,161,1298,266,9317,33,376,3.40%,11.80%
3/6/2020,402,7637,205,1048,192,6400,5,189,2.50%,13.70%,21,635,2,251,16,349,3,35,5.50%,39.50%,65,851,0,64,59,742,6,45,5.30%,7.50%,4,222,0,74,3,132,1,16,7.20%,33.30%,5,98,0,28,3,67,2,3,3.10%,28.60%,9,23,0,11,8,10,1,2,8.70%,47.80%,3,40,0,7,3,29,0,4,10.00%,17.50%,2,31,0,14,2,15,0,2,6.50%,45.20%,136,2101,2,10,128,1987,6,104,5.00%,0.50%,647,11638,209,1507,414,9731,24,400,3.40%,12.90%
4/6/2020,315,7952,137,1185,175,6575,3,192,2.40%,14.90%,26,661,3,254,22,371,1,36,5.40%,38.40%,47,898,7,71,36,778,4,49,5.50%,7.90%,16,238,0,74,14,146,2,18,7.60%,31.10%,21,119,0,28,21,88,0,3,2.50%,23.50%,0,23,0,11,0,10,0,2,8.70%,47.80%,4,44,0,7,4,33,0,4,9.10%,15.90%,1,32,0,14,1,16,0,2,6.30%,43.80%,177,2278,4,14,168,2155,5,109,4.80%,0.60%,607,12245,151,1658,441,10172,15,415,3.40%,13.50%
5/6/2020,192,8144,68,1253,122,6697,2,194,2.40%,15.40%,31,692,9,263,20,391,2,38,5.50%,38.00%,62,960,0,71,60,838,2,51,5.30%,7.40%,9,247,0,74,8,154,1,19,7.70%,30.00%,28,147,3,31,25,113,0,3,2.00%,21.10%,0,23,0,11,0,10,0,2,8.70%,47.80%,5,49,0,7,5,38,0,4,8.20%,14.30%,6,38,0,14,6,22,0,2,5.30%,36.80%,150,2428,1,15,144,2299,5,114,4.70%,0.60%,483,12728,81,1739,390,10562,12,427,3.40%,13.70%
6/6/2020,412,8556,153,1406,239,6936,20,214,2.50%,16.40%,45,737,6,269,39,430,0,38,5.20%,36.50%,62,1022,0,71,61,899,1,52,5.10%,6.90%,9,256,0,74,7,161,2,21,8.20%,28.90%,24,171,0,31,24,137,0,3,1.80%,18.10%,24,47,0,11,24,34,0,2,4.30%,23.40%,9,58,3,10,6,44,0,4,6.90%,17.20%,1,39,0,14,1,23,0,2,5.10%,35.90%,44,2472,1,16,39,2338,4,118,4.80%,0.60%,630,13358,163,1902,440,11002,27,454,3.40%,14.20%
7/6/2020,120,8676,174,1580,-61,6875,7,221,2.50%,18.20%,17,754,3,272,14,444,0,38,5.00%,36.10%,75,1097,0,71,75,974,0,52,4.70%,6.50%,4,260,0,74,4,165,0,21,8.10%,28.50%,12,183,0,31,12,149,0,3,1.60%,16.90%,18,65,1,12,16,50,1,3,4.60%,18.50%,0,58,0,10,0,44,0,4,6.90%,17.20%,0,39,0,14,0,23,0,2,5.10%,35.90%,39,2511,6,22,30,2368,3,121,4.80%,0.90%,285,13643,184,2086,90,11092,11,465,3.40%,15.30%
8/6/2020,135,8811,70,1650,61,6936,4,225,2.60%,18.70%,22,776,0,272,22,466,0,38,4.90%,35.10%,65,1162,0,71,62,1036,3,55,4.70%,6.10%,14,274,0,74,14,179,0,21,7.70%,27.00%,5,188,0,31,5,154,0,3,1.60%,16.50%,0,65,0,12,0,50,0,3,4.60%,18.50%,7,65,0,10,7,51,0,4,6.20%,15.40%,4,43,0,14,4,27,0,2,4.70%,32.60%,54,2565,3,25,48,2416,3,124,4.80%,1.00%,306,13949,73,2159,223,11315,10,475,3.40%,15.50%
9/6/2020,413,9224,23,1673,384,7320,6,231,2.50%,18.10%,28,804,4,276,24,490,0,38,4.70%,34.30%,69,1231,0,71,67,1103,2,57,4.60%,5.80%,14,288,3,77,11,190,0,21,7.30%,26.70%,12,200,0,31,11,165,1,4,2.00%,15.50%,29,94,0,12,28,78,1,4,4.30%,12.80%,3,68,0,10,3,54,0,4,5.90%,14.70%,0,43,0,14,0,27,0,2,4.70%,32.60%,127,2692,1,26,124,2540,2,126,4.70%,1.00%,695,14644,31,2190,652,11967,12,487,3.30%,15.00%
